剧情范围	术语类别 Category	术语 ZHCN	曾用名	术语定义 Definition	性別 Gender	图像 Image	术语来源 Source	EN	EN Comment	术语状态 Status	JA	JA Comment	术语状态 Status	ES	ES Comment	术语状态 Status	DE	DE Comment	术语状态 Status	FR	FR Comment	术语状态 Status	PTBR	PTBR Comment	术语状态 Status	RU	RU Comment	术语状态 Status	ID	ID Comment	术语状态 Status	KO	KO Comment	术语状态 Status	TH	TH Comment	术语状态 Status	ZHTW	
	Named NPC	吉弗			He			Geoff		Approved				Geoff		New	Geoff		New	Jeff		New	Geoff		New	Джеф		New	Geoff		New	제프		Approved	เจฟ		New	吉弗	
	Named NPC	赛利亚			She			Celia		Approved				Celia		New	Celia		New	Céline		New	Celia		New	Селия		New	Celia		New	셀리아		Approved	ซีเลีย		New	賽利亞	
	Named NPC	莎琳娜			She			Selena		Approved				Selena		New	Selena		New	Sélène		New	Selena		New	Селена		New	Selena		New	셀레나		Approved	เซเลนา		New	莎琳娜	
	Named NPC	西蒙			He			Simon		Approved				Simon		New	Simon		New	Simon		New	Simon		New	Саймон		New	Simon		New	사이먼		Approved	ไซมอน		New	西蒙	
	Named NPC	莫里亚克			He			Mauriac		Approved	マリアック		New	Mauriac		New	Mauriac		New	Dupont		New	Mauriac		New	Мориак		New	Mauriac		New	모리아크		Approved	เมาริแอค		New	莫里亞克	
	Named NPC	维索姆			He			Wesson	源自英国，意为从西方而来	Approved				Wesson		New	Wesson		New	Wesson		New	Wesson		New	Вессон		New	Wesson		New	웨슨		Approved	เวสสัน		New	維索姆	
	Named NPC	麦休			He			Matthew		Approved	マシュー		Approved	Matthew		New	Matthew		New	Matthew		New	Matthew		New	Мэтью		New	Matthew		New	매슈		Approved	แมทธิว		New	麥休	
	Named NPC	斯图尔德			He			Stewart		Approved	スチュワート		Approved	Stewart		New	Stewart		New	Steve		New	Stewart		New	Стюарт		New	Stewart		New	스튜어트		Approved	สจวร์ต		New	斯圖爾德	
	Named NPC	布莱克·惠勒			He			Blake Wheeler		Approved				Blake Wheeler		New	Blake Wheeler		New	Blake Wheeler		New	Blake Wheeler		New	Блейк Уилер		New	Blake Wheeler		New	블레이크·휠러	一般在韩语，人名之间不加‘点’。	Denied	เบลก วีลเลอร์		New	布萊克·惠勒	
	Named NPC	贝尔德			He			Baird		Approved				Baird		New	Baird		New	Baird		New	Baird		New	Бэрд		New	Baird		New	베어드		Approved	แบร์ด		New	貝爾德	
	Named NPC	奈杰尔			He			Nigel		Approved				Nigel		New	Nigel		New	Nigel		New	Nigel		New	Найджел		New	Nigel		New	나이절	发音听起来有点怪。不适合为人名。建议나이젤之类的。	Denied	ไนเจล		New	奈傑爾	
	Named NPC	欧内斯特			He			Ernest		Approved	アーネスト		Approved	Ernest		New	Ernest		New	Ernest		New	Ernest		New	Эрнест		New	Ernest		New	어니스트		Approved	เออร์เนสต์		New	歐內斯特	
	Named NPC	艾尔玛			She			Elma		Approved	エルマ		Approved	Elma		New	Elma		New	Elma		New	Elma		New	Эльма		New	Elma		New	엘마		Approved	เอลมา		New	艾爾瑪	
	Named NPC	弗朗西丝			He			Francis		Approved				Francis		New	Francis		New	Francis		New	Francis		New	Фрэнсис		New	Francis		New	프랜시스		Approved	ฟรานซิส		New	弗朗西絲	
	Named NPC	奥蒂斯			He			Otis		Approved				Otis		New	Otis		New	Otis		New	Otis		New	Отис		New	Otis		New	오티스		Approved	โอทิส		New	奧蒂斯	
	Named NPC	本森			He			Benson		Approved				Benson		New	Benson		New	Benson		New	Benson		New	Бенсон		New	Benson		New	벤슨		Approved	เบนสัน		New	班森	
	Named NPC	艾登			He			Aiden		Approved				Aiden		New	Aiden		New	Aiden		New	Aiden		New	Эйден		New	Aiden		New	에이든		Approved	เอเดน		New	艾登	
	Named NPC	迈尔斯			He			Miles		Approved				Miles		New	Miles		New	Miles		New	Miles		New	Майлз		New	Miles		New	마일스		Approved	ไมลส์		New	邁爾斯	
	Named NPC	巴克			He			Buck		Approved				Buck		New	Buck		New	Buck		New	Buck		New	Бак		New	Buck		New	벅		Approved	บัค		New	巴克	
	Named NPC	拜伦			He			Byron		Approved				Byron		New	Byron		New	Byron		New	Byron		New	Байрон		New	Byron		New	바이런		Approved	ไบรอน		New	拜倫	
	Named NPC	罗德尼			He			Rodney		Approved				Rodney		New	Rodney		New	Rodney		New	Rodney		New	Родни		New	Rodney		New	로드니		Approved	ร็อดนีย์		New	羅德尼	
	Named NPC	爱德华			He			Edward		Approved				Edward		New	Edward		New	Édouard		New	Edward		New	Эдвард		New	Edward		New	에드워드		Approved	เอ็ดเวิร์ด		New	愛德華	
	Named NPC	阿芙拉			She			Avra		Approved	アフラ		Approved	Avra		New	Avra		New	Avra		New	Avra		New	Авра		New	Avra		New	아브라		Approved	อัฟรา		New	阿芙拉	
	Named NPC	波莉			She			Polly		Approved				Polly		New	Polly		New	Polly		New	Polly		New	Полли		New	Polly		New	폴리		Approved	พอลลี่		New	波莉	
	Named NPC	欧文			He			Owen		Approved				Owen		New	Owen		New	Owen		New	Owen		New	Оуэн		New	Owen		New	오웬		Approved	โอเวน		New	歐文	
	Named NPC	伊莱克			He			Elijah		Approved	イライジャ		Approved	Elijah		New	Elijah		New	Élie		New	Elijah		New	Элайджа		New	Elijah		New	일라이자		Approved	อีไลจาห์		New	伊萊克	
	Named NPC	艾尔斯			He			Alex		Approved	アレックス		Approved	Alex		New	Alex		New	Alex		New	Alex		New	Алекс		New	Alex		New	알렉스		Approved	อเล็กซ์		New	艾爾斯	
	Named NPC	丝柯洛			She			Skye	中性名称，源自苏格兰，意为云朵	Approved	スカイ		Approved	Skye		New	Skye		New	Sky		New	Skye		New	Скай		New	Skye		New	스카이		Approved	สกาย		New	絲柯洛	
	Named NPC	温森			She			Winston		Approved	ウィンストン		Approved	Winston		New	Winston		New	Winston		New	Winston		New	Уинстон		New	Winston		New	윈스턴	与‘温斯顿’是不同的角色。并且这个角色是女的。需要修改一下	Denied	วินสตัน		New	文森	
	Named NPC	塔拉			She			Tara		Approved	ターラ		Approved	Tara		New	Tara		New	Tara		New	Tara		New	Тара		New	Tara		New	타라		Approved	ทารา		New	塔拉	
	Named NPC	阿瑞安			He			Aaron	普通NPC用Arian稍微有点显眼……Aaron之类的会好一点	Approved	アーロン		Approved	Aaron		New	Aaron		New	Aaron		New	Aaron		New	Аарон		New	Aaron		New	아론		Approved	แอรอน		New	阿瑞安	
	Named NPC	阿尔贝特			He			Albert		Approved	アルベルト		Approved	Albert		New	Albert		New	Albert		New	Albert		New	Альберт		New	Albert		New	알버트		Approved	อัลเบิร์ต		New	阿爾貝特	
	Named NPC	米拉			She			Mila		Approved				Mila		New	Mila		New	Mila		New	Mila		New	Мила		New	Mila		New	밀라		Approved	มิล่า		New	米拉	
	Named NPC	格伦			He			Glenn		Approved				Glenn		New	Glenn		New	Glenn		New	Glenn		New	Глен		New	Glenn		New	글렌		Approved	เกล็นน์		New	格倫	
	Named NPC	艾薇			She			Ivy		Approved				Ivy		New	Ivy		New	Ivy		New	Ivy		New	Айви		New	Ivy		New	아이비		Approved	ไอวี่		New	艾薇	
	Named NPC	索菲			She			Sophie		Approved	ソフィ		Approved	Sophie		New	Sophie		New	Sophie		New	Sophie		New	Софи		New	Sophie		New	소피		Approved	โซฟี		New	索菲	
	Named NPC	卢卡斯			He			Lucas		Approved	ルーカス		Approved	Lucas		New	Lucas		New	Lucas		New	Lucas		New	Лукас		New	Lucas		New	루카스		Approved	ลูคัส		New	盧卡斯	
	Named NPC	穿越者卡森			He			Traveler Carson		Approved				Carson el Viajero		New	Reisender Carson		New	Carlson le voyageur		New	Viajante Carson		New	Путешественник Карсон		New	Carson Penjelajah		New	여행자 카슨		Approved	นักเดินทางคาร์สัน		New	穿越者卡森	
	Named NPC	卡森			He			Carson		Approved	カーソン		Approved	Carson		New	Carson		New	Carlson		New	Carson		New	Карсон		New	Carson		New	카슨		Approved	คาร์สัน		New	卡森	
	Named NPC	巴兹尔			He			Basil		Approved	バジル		Approved	Perejil		New	Basil		New	Basile		New	Basil		New	Бэзил		New	Basil		New	바질		Approved	เบซิล		New	巴茲爾	
	Named NPC	德雷克家主			He			Lord Draco	Master听着有点怪。另外，麦克达克也叫Drake……	New																												德雷克家主	
	Named NPC	神秘老者			He			Mysterious Elder		Approved				Anciano misterioso		New	Geheimnisvoller Ältester		New	Mystérieux vieil homme		New	Ancião Misterioso		New	Загадочный старец		New	Tetua Misterius		New	의문의 노인		Approved	ผู้อาวุโสลึกลับ		New	神祕老者	
	Named NPC	山姆大叔		山姆、老山姆、山姆大叔都是同一个人	He			Uncle Bobby	不能让人联想到真正的山姆大叔……⏎研发指定	Approved				Tío Bobby		New	Onkel Bobby		New	Oncle Bobby		New	Tio Bobby		New	Дядя Бобби		New	Paman Bobby		New	바비 아저씨		Approved	ลุงบ็อบบี้		New	山姆大叔	
	Named NPC	马特			He			Matt		Approved	マット		Approved	Matt		New	Matt		New	Matt		New	Matt		New	Мэт		New	Matt		New	맷		Approved	แมตต์		New	馬特	
	Named NPC	玛克辛			He			Maxine		Approved	マクシン		Approved	Maxine		New	Maxine		New	Maxine		New	Maxine		New	Максин		New	Maxine		New	맥신		Approved	แม็กซีน		New	瑪克辛	
	Named NPC	桃乐丝			She			Dolores		Approved	ドロシー		Approved	Dolores		New	Dolores		New	Dolorès		New	Dolores		New	Долорес		New	Dolores		New	돌로레스		Approved	โดโลเรส		New	桃樂絲	
	Named NPC	莫扎特三世			He			Marzel the Third	避免和著名人物重名	New																												莫札特三世	
	Named NPC	塞德里克			He			Cedric		Approved				Cedric		New	Cedric		New	Cédric		New	Cedric		New	Седрик		New	Cedric		New	세드릭		Approved	เซดริก		New	塞德里克	
	Named NPC	温斯顿			He			Winston		Approved				Winston		New	Winston		New	Winston		New	Winston		New	Уинстон		New	Winston		New	윈스턴			วินสตัน		New	溫斯頓	
	Named NPC	阿德拉			He			Adler		Approved				Adler		New	Adler		New	Adler		New	Adler		New	Адлер		New	Adler		New	아들러		Approved	แอดเลอร์		New	阿德拉	
	Named NPC	丹尼尔			He			Daniel		Approved				Daniel		New	Daniel		New	Daniel		New	Daniel		New	Даниэль		New	Daniel		New	다니엘		Approved	แดเนียล		New	丹尼爾	
	Named NPC	莎拉			She			Sarah		Approved	サラ		Approved	Sarah		New	Sarah		New	Sarah		New	Sarah		New	Сара		New	Sarah		New	사라		Approved	ซาราห์		New	莎拉	
	Named NPC	奥利芙			She			Olive		New																												奧利芙	
	Named NPC	雪诺			He			Snowe		Approved	スノー		Approved	Snowe		New	Snowe		New	Snow		New	Snowe		New	Сноу		New	Snowe		New	스노우		Approved	สโนว์		New	雪諾	
	Named NPC	特伦斯			He			Tarence		Approved	テレンス		Approved	Tarence		New	Tarence		New	Clarence		New	Tarence		New	Таренс		New	Tarence		New	테런스		Approved	เทอเรนซ์		New	特倫斯	
	Named NPC	安东尼娅			She			Antonia		New																												安東妮婭	
	Named NPC	小洛			He		任务导出对话(本地化专用)-batch20260421_B1	Logan		New	ローガン		Approved																									小洛	
	Named NPC	艾米丽			She			Emily		New																												艾米麗	
	Named NPC	薇奥拉			She		CE拾遗译文优化EN	Viola		New	ヴィオラ		Approved																									薇奧拉	
	Named NPC	塞拉菲玛			She		任务导出对话(本地化专用)-batch20260421_B1	Seraphina		New	セラフィーナ		Approved																									塞拉菲瑪	
	Named NPC	查尔斯			He		任务导出对话(本地化专用)-batch20260421_B1	Charles		New	チャールズ		Approved																									查爾斯	
	Named NPC	妮娜			She		CE拾遗译文优化EN	Nina		New																												妮娜	
	Named NPC	贝克			She		CE拾遗译文优化EN	Becca		New	ベーカー		New																									貝克	
	Named NPC	罗斯			He		CE拾遗译文优化EN	Ross		New																												羅斯	
	Named NPC	莉莉安			She		CE拾遗译文优化EN	Lillian		New	リリアン		Approved																									莉莉安	
	Named NPC	艾莉			She		CE拾遗译文优化EN	Ellie		New	エリー		Approved																									艾莉	
	Named NPC	莱恩			He		CE拾遗译文优化EN	Ryan		New	ライアン		Approved																									萊恩	
	Named NPC	诺比亚			He		CE拾遗译文优化EN	Nobil	拉丁姓氏，意为高贵	New																												諾比亞	
	Named NPC	普利席		毛毛的主人	She		CE拾遗译文优化EN	Priscilla		New																												普利席	
	Named NPC	莫霍尔			He			Mohall		Approved	モホール		New	Mohall		New	Mohall		New	Mohall		New	Mohall		New	Мохол		New	Mohall		New	모홀	发音听起来有点怪。不适合为人名	Denied	โมฮอลล์		New	莫霍爾	
	Named NPC	兰迪			He			Randy		Approved	ランディ		New	Randy		New	Randy		New	Randy		New	Randy		New	Рэнди		New	Randy		New	랜디		Approved	แรนดี้		New	蘭迪	
	Named NPC	威特			He			Witt		Approved	ウィット		New	Witt		New	Witt		New	Will		New	Witt		New	Уит		New	Witt		New	위트		Approved	วิตต์		New	威特	
	Named NPC	安迪			He			Andy		Approved	アンディ		New	Andy		New	Andy		New	Andy		New	Andy		New	Энди		New	Andy		New	앤디		Approved	แอนดี้		New	安迪	
	Named NPC	安达利		草头鸭的主人⏎Owner of Spruckle	She			Andalie		Approved	アンダリ		New	Andalie		New	Andalie		New	Anna-Luce		New	Andalie		New	Андалия		New	Andalie		New	앤달리	发音听起来有点怪。不适合为人名。建议아델리之类的。	Denied	แอนดาลี		New	安達利	
	Named NPC	维坦		她想让蒲公英娃娃们停下⏎She wants the Puffelions to stop moving.	She			Vita		Approved	ウィタン		New	Vita		New	Vita		New	Violette		New	Vita		New	Вита		New	Vita		New	비타		Approved	วีต้า		New	維坦	
	Named NPC	洛达			He			Loda		Approved				Loda		New	Loda		New	Laurent		New	Loda		New	Лода		New	Loda		New	로다		Approved	โลดา		New	洛達	
	Named NPC	雅丽			She			Ariella		Approved				Ariella		New	Ariella		New	Ariel		New	Ariella		New	Ариэлла		New	Ariella		New	아리엘라		Approved	อาริเอลลา		New	雅麗	
	Named NPC	奎恩			He			Quinn		New																												奎恩	
	Named NPC	露萌		寄出信件的研究员	She			Luna	避开Lumi这种有可能与精灵名称混淆的字眼	New	ルナ		Approved																									露萌	
	Named NPC	古杜尔			He			Gideon		New																												古杜爾	
	Named NPC	杰德曼			He			Jed		Approved				Jed		New	Jed		New	Jed		New	Jed		New	Джед		New	Jed		New	제드		Approved	เจด		New	傑德曼	
	Named NPC	昆布		不是海带！⏎Not kelp!	He			Kyle		Approved				Kyle		New	Kyle		New	Kyle		New	Kyle		New	Кайл		New	Kyle		New	카일		Approved	ไคล์		New	昆布	
	Named NPC	弗兰德			He			Flander		Approved	フランデル		New	Flander		New	Flander		New	Flanders		New	Flander		New	Фландер		New	Flander		New	플랜더		Approved	แฟลนเดอร์		New	弗蘭德	
	Named NPC	古拉拉		家具商人古拉拉⏎Furniture merchant Gulala	She			Gulala		Approved	グララ		Approved	Gulala		New	Gulala		New	Guéla		New	Gulala		New	Гулала		New	Gulala		New	굴랄라	굴랄라比起角色名，更像怪物名。这个角色是比较时尚的女角色。글라나之类的比较适合	Denied	กูลาลา		New	古拉拉	
	Named NPC	小冰			He			Ben		New																												小冰	
	Named NPC	小雪			He			Sean		New																												小雪	
	Generic NPC	兴奋的学生			she			Excited Student		Approved				Estudiante emocionado		New	aufgeregter Schüler		New	Étudiant enthousiaste		New	Estudante Alegre		New	Взволнованный студент		New	Murid Gembira		New	신난 학생		Approved	นักเรียนที่ตื่นเต้น		New	興奮的學生	
	Generic NPC	努力的学生			she			Diligent Student		Approved				Estudiante diligente		New	fleißiger Schüler		New	Étudiant appliqué		New	Estudante Diligente		New	Прилежный студент		New	Murid Rajin		New	성실한 학생		Approved	นักเรียนที่พากเพียร		New	努力的學生	
	Generic NPC	庄重的卫兵			He			Stoic Guard		Approved				Guardia estoico		New	stoische Wache		New	Garde stoïque		New	Guarda Estoico		New	Стойкий страж		New	Penjaga Teguh		New	과묵한 경비병		Approved	ยามที่เคร่งขรึม		New	莊重的衛兵	
	Generic NPC	外向的工人			He			Friendly Worker		Approved				Trabajador amistoso		New	freundlicher Arbeiter		New	Travailleur amical		New	Trabalhador Amigável		New	Дружелюбный работник		New	Pekerja Ramah		New	친절한 일꾼		Approved	คนงานอัธยาศัยดี		New	外向的工人	
